weight_0,weighted_f1
0.0,0.7467508417508416
0.02,0.7467508417508416
0.04,0.7456697451828219
0.06,0.7456697451828219
0.08,0.7456697451828219
0.1,0.7456697451828219
0.12,0.7456697451828219
0.14,0.7456697451828219
0.16,0.7456697451828219
0.18,0.7456697451828219
0.2,0.7456697451828219
0.22,0.7456697451828219
0.24,0.7456697451828219
0.26,0.7456697451828219
0.28,0.7456697451828219
0.3,0.7456697451828219
0.32,0.7456697451828219
0.34,0.7456697451828219
0.36,0.7456697451828219
0.38,0.7456697451828219
0.4,0.7456697451828219
0.42,0.7456697451828219
0.44,0.7456697451828219
0.46,0.7456697451828219
0.48,0.7456697451828219
0.5,0.7456697451828219
0.52,0.7456697451828219
0.54,0.7456697451828219
0.56,0.7456697451828219
0.58,0.7456697451828219
0.6,0.7456697451828219
0.62,0.7456697451828219
0.64,0.7456697451828219
0.66,0.7456697451828219
0.68,0.7456697451828219
0.7000000000000001,0.7456697451828219
0.72,0.7456697451828219
0.74,0.7456697451828219
0.76,0.7456697451828219
0.78,0.7456697451828219
0.8,0.7456697451828219
0.8200000000000001,0.7456697451828219
0.84,0.7456697451828219
0.86,0.7456697451828219
0.88,0.7456697451828219
0.9,0.7456697451828219
0.92,0.7456697451828219
0.9400000000000001,0.7456697451828219
0.96,0.7456697451828219
0.98,0.7456697451828219
1.0,0.7456697451828219
1.02,0.7456697451828219
1.04,0.7456697451828219
1.06,0.7456697451828219
1.08,0.7456697451828219
1.1,0.7456697451828219
1.12,0.7456697451828219
1.1400000000000001,0.7456697451828219
1.16,0.7456697451828219
1.18,0.7456697451828219
1.2,0.7456697451828219
1.22,0.7456697451828219
1.24,0.7456697451828219
1.26,0.7456697451828219
1.28,0.7456697451828219
1.3,0.7456697451828219
1.32,0.7456697451828219
1.34,0.7456697451828219
1.36,0.7456697451828219
1.3800000000000001,0.7456697451828219
1.4000000000000001,0.7456697451828219
1.42,0.7456697451828219
1.44,0.7456697451828219
1.46,0.7456697451828219
1.48,0.7665373272538777
1.5,0.7665373272538777
1.52,0.7665373272538777
1.54,0.7839501915708813
1.56,0.7839501915708813
1.58,0.7839501915708813
1.6,0.7839501915708813
1.62,0.7839501915708813
1.6400000000000001,0.7839501915708813
1.6600000000000001,0.7839501915708813
1.68,0.7839501915708813
1.7,0.7839501915708813
1.72,0.7839501915708813
1.74,0.7839501915708813
1.76,0.7839501915708813
1.78,0.7839501915708813
1.8,0.7839501915708813
1.82,0.7839501915708813
1.84,0.7839501915708813
1.86,0.7839501915708813
1.8800000000000001,0.7839501915708813
1.9000000000000001,0.7839501915708813
1.92,0.7839501915708813
1.94,0.7839501915708813
1.96,0.7839501915708813
1.98,0.7839501915708813
2.0,0.7839501915708813
2.02,0.7839501915708813
2.04,0.7839501915708813
2.06,0.7839501915708813
2.08,0.7839501915708813
2.1,0.7839501915708813
2.12,0.7839501915708813
2.14,0.7839501915708813
2.16,0.7839501915708813
2.18,0.7839501915708813
2.2,0.7839501915708813
2.22,0.7839501915708813
2.24,0.7834242137770215
2.2600000000000002,0.7834242137770215
2.2800000000000002,0.7834242137770215
2.3000000000000003,0.7834242137770215
2.32,0.7834242137770215
2.34,0.7834242137770215
2.36,0.7834242137770215
2.38,0.7834242137770215
2.4,0.7834242137770215
2.42,0.7834242137770215
2.44,0.7834242137770215
2.46,0.7834242137770215
2.48,0.7834242137770215
2.5,0.7834242137770215
2.52,0.7834242137770215
2.54,0.7834242137770215
2.56,0.7834242137770215
2.58,0.7834242137770215
2.6,0.7834242137770215
2.62,0.7834242137770215
2.64,0.7834242137770215
2.66,0.7834242137770215
2.68,0.7834242137770215
2.7,0.7834242137770215
2.72,0.7834242137770215
2.74,0.7834242137770215
2.7600000000000002,0.7834242137770215
2.7800000000000002,0.7834242137770215
2.8000000000000003,0.7834242137770215
2.82,0.7834242137770215
2.84,0.7834242137770215
2.86,0.7834242137770215
2.88,0.7834242137770215
2.9,0.7834242137770215
2.92,0.7834242137770215
2.94,0.7834242137770215
2.96,0.7834242137770215
2.98,0.7834242137770215
3.0,0.7834242137770215
3.02,0.7715279786333139
3.04,0.7715279786333139
3.06,0.7715279786333139
3.08,0.7715279786333139
3.1,0.7715279786333139
3.12,0.7715279786333139
3.14,0.7715279786333139
3.16,0.7715279786333139
3.18,0.7715279786333139
3.2,0.7715279786333139
3.22,0.7715279786333139
3.24,0.7715279786333139
3.2600000000000002,0.7715279786333139
